star_rating	review_headline
5	Perfect for nighttime!
5	My son now takes a pacifier!
5	Five Stars
5	Must have for the diaper bag!
5	Five Stars
5	Five Stars
4	Four Stars
5	Five Stars
5	Great product
4	Four Stars
5	Five Stars
4	Great for little babies with small mouths
4	Four Stars
4	Four Stars
5	Great product.
3	Three Stars
4	Four Stars
2	eh...
5	Five Stars
5	If you have an issue with your baby trying to ...
5	Five Stars
5	My love loves these!
5	It is pricey and not the most attractive pacifier on the market but they are good quality baby loves them
1	My baby did not like the pacifier shape
5	Great Gift
5	Five Stars
5	Only paci my 3 babies will use. One full ...
5	the perfect gift
5	... gift but I have seen first hand that babies love these things
5	Can't live without these!
3	"These are great binkies, and I know they say animals/colors will ..."
5	It's worth it to stick with this one
5	Favorite!
5	My daughter is 7 months and still uses these over ...
5	Five Stars
5	Five Stars
3	If my daughter liked using pacifiers I'm sure she would like these
4	Four Stars
3	Three Stars
5	Five Stars
5	Five Stars
5	I like that its BPA Free and has the extra holes ...
5	Five Stars
5	Lactation consultant-approved
5	Five Stars
5	Five Stars
5	Good soother
5	Cute
5	Love MAM!
5	Five Stars
5	Five Stars
5	My greatgrandson loves it
5	These are soooo cute and great deal! Everywhere else we've seen them they're at ...
5	Cute Platex Pacifiers
5	Great Pacifer
4	Great product as always.
5	adorable
5	Five Stars
1	product had broken on/off button. motorola is aware of ...
5	perfect for vehicles where the headrest doesn't move
5	five stars
5	easy and light to carry around anywhere
4	but the actual stroller is sturdy and has held up well
5	i love this print
4	good purchase for price and quality
5	get this! you won't be disappointed!
5	perfect fit to sit in the back seat
1	not for me
5	i would definitely recommend this product
5	"good , very good"
5	cutest little piggy bank ever
5	my granddaughter loved it for her new arrival
5	and it's wonderful for my daughter
5	adorable
4	four stars
5	great
5	five stars
5	five stars
5	five stars
3	three stars
5	excellent quality product
5	five stars
5	great for airplane trips
5	but i was very pleased to buy this product
5	no rainbow colored rooms here!
3	three stars
3	three stars
5	five stars
5	five stars
1	leaking cups!
5	"no leaks, easy to clean, works well for all ages!"
5	"large and sturdy, easily collapsible"
3	great product but bad advertising.
5	used in our nicu
5	ideal neck support
5	five stars
5	love it! my lo don't like anything under the ...
4	four stars
5	Five Stars
5	Five Stars
5	Five Stars
4	Four Stars
5	Not going to lose a pacifier when there's a giant stuffed kitty on it!
5	Great!!!
5	Five Stars
5	Five Stars
5	Five Stars
3	Not 100% satisfied
4	... was smaller than I expected but it was still super cute and worth the
1	One Star
5	Get your baby a Wubbanub!
3	Three Stars
5	Five Stars
5	"great pacifier, our baby loves the soothies and having ..."
2	Too much moisture!
5	Five Stars
5	Five Stars
5	easier than a baby book :)
5	great idea!
5	it was a gift and she loved it
5	it works!
5	a very positive approach to keeping your tv safe
5	it does what it claims!
1	not round hole nipple or seller shipped wrong item.
5	the fabric/ colors held up pretty good.
3	the image is good. but if your house is big or your ...
5	she doesn't take it frequently but occasionally is good enough. i think its because she is breastfed ...
5	five stars
5	five stars
5	perfect!
5	five stars
3	too delicate
3	three stars
5	"cute, roomy, and easy to use"
5	"nice for boys, easy to use and clean"
5	thank you for the stable product like this
4	four stars
5	great cover and really cute
5	super cool toy
5	sticks very well
5	five stars
1	broken on day 2
4	great high chair
4	wonderful product- not quite a perfect fit for my toilet measurements
2	most of the pockets are too small to be useful. it keeps slipping off the side of the ...
1	doesn't fit door frames- no grip
5	wonderful product!
5	very high quality and adorable!
5	my son had not used a straw before this cup ...
5	very nice material for baby to scoot
5	easy to fold
5	five stars
4	like that the bib has sleeves but do not like ...
5	affordable and reliable !
5	love our amber necklace
5	five stars
4	"simple, stylish crib for small spaces"
3	ughh
5	perfect bib for heavy droolers.
5	five stars
4	but nice item.
5	super soft and shipped lightning fast!
5	excellent product!
5	five stars
5	nice potty chair
4	I wish it took a little more pressure to close them like my last pair
5	good quality product
5	Five Stars
5	great
2	Two Stars
5	"The baby loves them, and people everywhere want to know where you got them."
1	One Star
5	Five Stars
5	Five Stars
5	love !!!!
5	Five Stars
5	Five Stars
3	... binky longer than a few minutes I bet he'd enjoy them.
5	Five Stars
5	Great for baby to hold and easier to find if lost than a normal paci!
4	I love it! This pacifier looks super funny on mu ...
5	We liked it so much because the stuffed animal allows you ...
5	Five Stars
5	adorable
5	Five Stars
5	Five Stars
5	Five Stars
1	Tricky
4	Four Stars
5	Baby loves them!
3	"Not very chewable, good for shoe soles."
5	Five Stars
5	Perfect
4	"soft, smells rubbery"
5	We Love Dr. Brown's
5	Our baby loves these. We ended up buying a ...
5	So easy to clean and my little one loves it too
1	One Star
5	An Absolute Necessity
5	I just recently ordered and received this for my son ...
5	Nice for a Shower Gift
5	It is very nice.. The only thing I wish the site ...
5	Vanilla heaven for babies!
5	Wubanub is amazing! I bought one more for my kid and ...
5	Five Stars
5	"easy to wash, baby's fave"
5	Great value for the money
5	Five Stars
5	Love it!
5	Greatest Binky ever!
5	We LOVE it. Well worth the money
3	Would be better if it was easy to tie a standard soother ...
5	We tried it and liked it so well
4	Four Stars
5	Cute and effective
5	Five Stars
5	Great!
5	Five Stars
5	Five Stars
1	One Star
5	fun item
5	Great for teething
5	Our baby loves these. Very handy and cute. ...
5	Five Stars
5	awesome
4	Clips easily!
4	Four Stars
5	They are awesome because I have tried several and this is the ...
3	Three Stars
5	my baby's fav binky
5	Five Stars
5	Five Stars
4	Very amulsing
5	Baby chews on it for teething.
5	Five Stars
5	Love these
5	Cute
5	Five Stars
5	Wide soft silicone pacifiers
5	Love the monkey
4	Four Stars
2	Couldn't switch from the Soothie
1	odd shape
4	Fun colors
5	... paci that my 3 week old son will actually suck on. It has to be the vanilla since ...
5	Five Stars
5	Perfect as a Gift!
5	Baby Loves
5	My baby's favorite paci/toy in one
5	Only thing that my picky baby would take. She's ...
1	Drawing vanished
5	From the mom whose son puts any and everything in his mouth!
5	Love it!!!
5	Not just a gimmick
5	I recommend it
5	five stars
5	amazing. get this.
5	five stars
5	five stars
5	the only brand our son will accept
4	four stars
5	great gift idea!
3	... fit made my breast look weird and it was easy to fall out of
4	good for the price.
5	five stars
5	"adorable, my daughter loves it"
5	cute bag
5	five stars
5	love it!!!!
5	lad bug heaven
4	it is sturdy and for the price you can't beat it
1	do not purchase
5	love it and works as advertised.
4	great overall stroller
2	love the color it's a little bit too short
5	"if you are expecting a baby, know someone who ..."
5	five stars
5	great for the price
3	three stars
1	one star
5	five stars
5	"once and done. easy to clean, store, pack, use."
3	"it is plain and nice, for $20"
5	five stars
4	nice set.
3	and my daughter hated sticking her hands in it
5	five stars
4	"cute socks, misleading picture."
5	five stars
5	five stars
5	five stars
5	it is very sturdy even when my little one (about 30 inches tall) ...
5	grandma is covered now
5	great seat!
1	one star
5	five stars
5	... bought and they both have had a lot of good use and would buy another for a gift
1	poor suction
5	bought this for friend
1	broke during first use!
5	five stars
5	great
4	these are really great for babies and toddlers like to feed themselves
5	just right for their first bed
3	three stars
5	five stars
3	"wonderful, until it ripped after a couple months"
5	i love the pouches
1	not sure what i was thinking buying 40 of these
5	helpful and fun
1	don't waste your time or you money
5	so cute and pretty. the light pink beads on the top wings ...
4	four stars
3	three stars
5	my granddaughter even she is 9 yr old still love dinosairs and its really hard to find décor for ...
5	i absolutely love it!!! (:
5	five stars
5	five stars
5	five stars
5	five stars
5	five stars
4	i really like being able to store all of the diapering items ...
5	five stars
3	"works fine, but would maybe not purchase again."
5	this shield fits perfect on my chicco keyfit 30
5	five stars
5	looks good and works well
2	two stars
2	not what they use to be.
5	five stars
5	five stars
5	"compact, functional and cute"
5	love this crib
5	"nice, breathable material"
5	5month old baby likes this very much.
5	but i also work full time in a professional setting and feel comfortable wearing this for work and weekend play time
5	five stars
5	five stars
3	"met expectations, but a few annoyances."
5	five stars
2	two stars
5	five stars
5	five stars
5	worth every dollar!! my baby boy loves it ...
4	easy to use
4	helps with some shade
1	one day old and the back started making squeaky noice ...
4	bag securely fit car seat and rope was able to ...
3	three stars
4	decent but cheaply made.
5	happy
2	Two Stars
5	Best nipple shape
5	Five Stars
4	Silly
5	Five Stars
5	Adorable
5	Adorable
5	Five Stars
5	Five Stars
5	best pacifiers ever
4	It is tight to open which is good if you're clipping it on the outside of a ...
5	Five Stars
5	Five Stars
5	Great for those picky babies!
5	best wubbanub for our LO!
5	Our Son's Favorite Paci
2	Strange dummy piece
5	Five Stars
5	Five Stars
1	One Star
5	Bought Two as gifts
5	Great pavi holder
5	Five Stars
1	Doesn't Glow in the Dark
5	My twin girls LOVE these!
5	Mommy and baby are very happy!
5	Five Stars
5	Five Stars
4	Heavy
5	My baby just love them.
5	Mute buttons.
4	No more lost binkys!
5	Five Stars
5	Happy with my Nuk purchase
5	Five Stars
2	Not as pictured
5	Five Stars
5	Five Stars
5	Great paci for the middle of the night
5	Hard to lose
3	"Great product, but make sure you change frequently!"
2	I like how thin the bag is - it doesn't take ...
4	Four Stars
1	One Star
5	A big hit!
4	Four Stars
5	Five Stars
5	Five Stars
4	These are a nice alternative to the silicone paci
5	love it
5	Five Stars
3	ok product
5	Love them!
5	Five Stars
5	Love the glowing paci
1	Color may vary is a bad joke
4	My daughter loves these pacifiers. My only complaint is ...
5	Great size
5	Always a must have for baby
5	Five Stars
5	no complaints
5	Five Stars
5	Five Stars
5	Love the glow in the dark feature
5	Great product! My 3 month old liked this style ...
5	A great accessory
1	NOT THE ITEM PICTURED!!
4	I'm glad I found soothies in different colors
5	What a great concept.
5	Five Stars
5	They are one of the best baby products out there
5	Five Stars
4	Adorable
1	Mold.
2	Baby didn't like it
5	Amazing! Would definitely recommend to a friend.
5	Five Stars
5	Life savior
5	great
5	Love these for the little guy
2	wouldn't buy again!
5	big enough to swaddle our 6 month old!
5	combi double stroller = awesome!
3	gift
5	five stars
5	five stars
5	five stars
5	great for toddlers!
5	perfect for toddler or older
5	very easy to install
5	best highchair. i searched for weeks and finally landed ...
4	easy to assemble and light
5	five stars
5	five stars
5	long-term value!
4	four stars
3	sturdy but difficult to open
5	five stars
4	they chose the same color and they love the design
5	five stars
5	five stars
4	would buy again
3	missing knife
5	five stars
5	five stars
1	realize it's not graco but...
5	fabulous!
1	One Star
5	Cute and easy to find in a dark crib
5	Five Stars
5	Five Stars
5	Five Stars
5	Wonderful baby item.
5	My daughter LOVED hers when she was first born
1	Not happy
1	i don't recommend
5	Five Stars
5	A great product!!
3	Cute but didn't stay put in baby's mouth
5	Five Stars
5	Five Stars
5	Excellent present.
5	Five Stars
1	One Star
1	One Star
1	One Star
5	Our favorite wubbanub animal
4	"I live the idea of it, but realistically speaking ..."
5	Five Stars
5	"Excellent Product, very durable"
4	good and tight... sometimes
5	Easy to clean and carry
5	Quality pacifiers!
5	Good!
5	LOVE
5	Five Stars
1	very bad experience for this shopping
5	I ended up buying at least 6 different Mustachifiers because he loved them so much
5	Adorable
5	Five Stars
5	Five Stars
5	Don't loose the pacifier!
3	Great until your baby learns to handle their pacifier :(
3	I was really hoping it would not leak because it is adorable. The bag was stuffed tight
5	Great size nipple
3	Great product for a budget diaper bag but not made ...
4	Four Stars
5	Five Stars
5	Five Stars
2	Two Stars
5	Don't loose the pacifier!
5	GREAT BOTTLES
